# init omega gamma A f
-1.555637075e+00 3.056842415e+00 1.265199748e-01 0.000000000e+00 5.818612616e+00
-3.869367204e-01 3.433251871e+00 4.397234859e-02 0.000000000e+00 3.297879446e+00
-1.481657381e+00 2.009833796e+00 2.265091896e-01 0.000000000e+00 6.021134363e+00
-3.459905717e-01 1.983490198e+00 4.172236105e-02 0.000000000e+00 3.646523485e+00
-5.917065895e-01 3.700541328e+00 3.767231019e-01 0.000000000e+00 5.846697947e+00
-4.363105033e-01 1.646704140e+00 1.314019161e-01 0.000000000e+00 3.457232218e+00
-1.089431064e+00 5.529109327e+00 1.192503244e-01 0.000000000e+00 6.126627441e+00
7.764192758e-01 1.675432683e+00 4.613692863e-01 0.000000000e+00 5.075891782e+00
1.555573092e+00 4.262629292e+00 2.248777633e-01 0.000000000e+00 3.246057102e+00
-1.555940856e+00 3.919244368e+00 1.316214374e-01 0.000000000e+00 5.574121609e+00
4.515608545e-01 6.111501449e+00 2.675112758e-01 0.000000000e+00 5.892384335e+00
-5.332398532e-01 4.237443403e+00 3.836248032e-01 0.000000000e+00 6.223981662e+00
1.337600018e-01 9.197171551e-01 4.850787688e-01 0.000000000e+00 5.618870985e+00
-2.402077557e-01 5.012881374e+00 2.936594891e-01 0.000000000e+00 5.302923634e+00
1.474018564e+00 5.691386887e+00 7.200729330e-03 0.000000000e+00 5.856058330e+00
-9.464680787e-01 2.009927570e+00 6.249304424e-02 0.000000000e+00 4.749824359e+00
3.264222802e-01 1.795791891e+00 4.959208832e-01 0.000000000e+00 4.384397585e+00
7.071317095e-01 7.709694256e-01 6.254432839e-02 0.000000000e+00 3.831209113e+00
-1.159755448e+00 6.037206429e+00 1.915374092e-01 0.000000000e+00 4.030495260e+00
5.677512273e-01 3.382577263e+00 1.283291662e-01 0.000000000e+00 5.406571463e+00
1.025934304e+00 3.596859600e+00 1.683752761e-01 0.000000000e+00 3.171058111e+00
-1.811631051e-01 3.863857344e+00 3.359497597e-01 0.000000000e+00 3.752975708e+00
-1.272290933e+00 1.617634956e+00 2.912930454e-01 0.000000000e+00 4.131200802e+00
-1.171560100e+00 1.434439618e+00 3.116798412e-01 0.000000000e+00 3.342566723e+00
-7.845324932e-02 2.165839472e+00 2.396785428e-01 0.000000000e+00 5.915659660e+00
7.223317314e-01 1.581725016e+00 9.874173170e-03 0.000000000e+00 5.083860929e+00
3.901481550e-01 2.981052896e+00 3.975537256e-01 0.000000000e+00 4.610603766e+00
-1.242319556e+00 1.322303688e+00 3.171688326e-01 0.000000000e+00 5.969283995e+00
-5.230852197e-01 1.922654218e+00 4.848612331e-01 0.000000000e+00 5.066234841e+00
-6.727505490e-01 5.538440954e+00 2.203545511e-04 0.000000000e+00 5.879725735e+00
-4.826095551e-01 9.320416765e-01 1.071918222e-01 0.000000000e+00 4.624680719e+00
-1.205171887e+00 2.685070273e+00 1.934663498e-01 0.000000000e+00 4.109948284e+00
9.051960179e-04 6.057610759e+00 1.314427914e-02 0.000000000e+00 5.080485600e+00
-4.797410306e-01 5.883917896e+00 1.017021661e-01 0.000000000e+00 4.082230357e+00
7.030246896e-01 2.986032517e-01 3.293211858e-01 0.000000000e+00 4.923806294e+00
-1.301022546e+00 1.724373726e+00 3.400575846e-01 0.000000000e+00 4.276336151e+00
-9.467691098e-01 4.443766217e+00 1.253394574e-01 0.000000000e+00 5.284368288e+00
-1.425157048e+00 5.243085591e+00 1.818814274e-01 0.000000000e+00 5.287013928e+00
-4.260163175e-01 4.089395132e+00 2.653347193e-01 0.000000000e+00 4.793293894e+00
9.109879403e-01 2.354414634e+00 4.825756518e-01 0.000000000e+00 6.273373919e+00
-1.176536045e+00 2.607354576e+00 2.328204651e-01 0.000000000e+00 4.752583862e+00
-2.484644781e-01 3.203550777e+00 9.956980661e-02 0.000000000e+00 3.167793371e+00
5.682625737e-01 2.394278897e+00 4.502910815e-01 0.000000000e+00 4.329977546e+00
-1.117847506e+00 1.658961953e+00 2.017479089e-02 0.000000000e+00 4.238731066e+00
-1.514088675e+00 1.968867497e+00 1.589541487e-01 0.000000000e+00 5.989969023e+00
-1.511148329e+00 4.517410836e+00 2.898466966e-01 0.000000000e+00 5.557738163e+00
2.307474150e-01 1.656371964e+00 4.779854260e-01 0.000000000e+00 4.780070753e+00
-6.631029193e-01 3.436281731e-01 1.518964701e-01 0.000000000e+00 5.315535587e+00
5.414538658e-01 4.759011699e+00 4.756016113e-01 0.000000000e+00 4.532135293e+00
-9.151963501e-01 4.482133254e+00 2.155887750e-01 0.000000000e+00 3.218589279e+00
3.242962648e-02 4.053484928e+00 3.839230420e-01 0.000000000e+00 3.420319093e+00
1.233867057e+00 5.977321540e+00 3.011002127e-01 0.000000000e+00 5.239436592e+00
2.948491612e-01 2.214235615e+00 5.503736264e-02 0.000000000e+00 4.019781169e+00
4.183668251e-01 2.075589741e+00 3.549532949e-01 0.000000000e+00 4.564142024e+00
1.429580643e+00 2.536941939e-01 1.330169211e-01 0.000000000e+00 5.269754214e+00
-4.894130611e-01 5.662460610e+00 4.741469530e-01 0.000000000e+00 4.265612268e+00
-1.605732397e-01 1.232563867e+00 2.334765164e-01 0.000000000e+00 5.950787378e+00
4.538368209e-01 3.261944667e+00 1.495744021e-01 0.000000000e+00 3.867240758e+00
-1.184712894e-01 1.807224934e+00 2.446759114e-01 0.000000000e+00 4.802511521e+00
2.827611865e-01 3.516593193e+00 1.540740020e-01 0.000000000e+00 4.647979566e+00
-1.554898199e+00 3.349831777e+00 2.491989177e-01 0.000000000e+00 3.405999624e+00
1.340210514e-01 5.515374296e+00 2.349237604e-01 0.000000000e+00 5.828483303e+00
-7.647618953e-01 3.404930662e+00 2.040992108e-01 0.000000000e+00 4.442606952e+00
-4.071741727e-01 4.526451270e+00 4.278424667e-01 0.000000000e+00 4.771343368e+00
9.055964950e-01 3.789356932e+00 1.228244367e-01 0.000000000e+00 4.904170406e+00
-5.397423909e-01 6.075942640e+00 3.970140648e-01 0.000000000e+00 5.490670869e+00
1.153488496e+00 2.630920236e+00 1.244663479e-01 0.000000000e+00 6.188096376e+00
5.663268918e-01 1.638992477e+00 2.757414276e-01 0.000000000e+00 6.127044221e+00
7.921885352e-01 5.682400130e+00 2.246098540e-01 0.000000000e+00 3.501799014e+00
3.674864410e-01 3.971153539e+00 2.168950803e-03 0.000000000e+00 5.167958939e+00
1.492444412e+00 3.509145560e+00 9.727816745e-02 0.000000000e+00 5.905132110e+00
1.287352981e+00 3.628728451e+00 1.861305985e-02 0.000000000e+00 4.842373055e+00
1.224030553e+00 8.112999718e-01 4.126647075e-01 0.000000000e+00 6.069720724e+00
8.139982436e-01 4.348049044e+00 1.031948406e-01 0.000000000e+00 6.116628788e+00
-1.434682605e+00 4.185001973e+00 4.357309826e-01 0.000000000e+00 3.382516644e+00
-1.455754980e+00 3.945672723e+00 3.825538016e-01 0.000000000e+00 6.043930900e+00
9.679462017e-01 3.203205759e+00 4.014053624e-01 0.000000000e+00 5.733933441e+00
1.502168005e+00 1.922003142e-01 3.345896621e-01 0.000000000e+00 4.875715508e+00
4.989669457e-01 1.628018082e+00 3.077779430e-01 0.000000000e+00 5.217717192e+00
-3.491184064e-01 5.176840404e+00 1.193155689e-01 0.000000000e+00 5.511051409e+00
4.308911696e-01 3.931231614e+00 4.747429772e-02 0.000000000e+00 4.918891174e+00
-9.729315711e-01 3.928183683e+00 4.327360954e-01 0.000000000e+00 4.177437862e+00
-2.814781520e-01 1.554060835e+00 3.139491439e-01 0.000000000e+00 3.714395908e+00
-4.043855055e-01 5.031018246e+00 4.987838834e-01 0.000000000e+00 5.337108186e+00
-6.740690245e-01 1.210808802e+00 8.838810090e-02 0.000000000e+00 4.637710159e+00
-1.049418890e+00 7.620915802e-01 2.083052089e-01 0.000000000e+00 6.107680781e+00
1.375583030e+00 4.049373246e+00 3.520956239e-01 0.000000000e+00 3.325627123e+00
1.543982877e+00 1.066065763e-01 1.048102607e-01 0.000000000e+00 6.163037354e+00
1.912982566e-01 1.055753122e-01 1.580660705e-03 0.000000000e+00 5.106945425e+00
1.834099596e-01 3.087239711e+00 4.714742861e-01 0.000000000e+00 3.896636957e+00
1.451831383e+00 4.349496312e+00 5.530782244e-02 0.000000000e+00 5.747307759e+00
5.646657569e-01 4.752309321e+00 1.493742128e-01 0.000000000e+00 3.572933049e+00
-1.415576997e+00 6.077714296e+00 4.265258518e-01 0.000000000e+00 4.879930052e+00
-6.669496842e-01 3.646226913e+00 2.967822730e-01 0.000000000e+00 4.411763303e+00
-3.035442174e-01 3.640600234e+00 3.434069171e-01 0.000000000e+00 4.465425831e+00
-3.370163162e-01 5.105212250e+00 4.065276903e-01 0.000000000e+00 4.762970254e+00
-8.807400300e-01 2.064855213e+00 6.745441764e-02 0.000000000e+00 4.528728205e+00
-3.366958431e-01 1.084207117e+00 2.214900684e-01 0.000000000e+00 4.689630032e+00
6.661597972e-01 4.707841143e+00 1.805663599e-01 0.000000000e+00 5.654950329e+00
9.180964015e-01 5.710104780e+00 9.012530002e-02 0.000000000e+00 4.660740620e+00
1.162089900e+00 2.793923739e+00 2.951787653e-01 0.000000000e+00 5.128457691e+00
-9.949937151e-01 5.782879540e+00 3.596037466e-02 0.000000000e+00 4.485588288e+00
-2.190165088e-01 1.498355916e+00 3.370352813e-02 0.000000000e+00 3.630427477e+00
-1.098847565e+00 2.300727832e+00 2.731822880e-01 0.000000000e+00 3.626177215e+00
-7.045791608e-01 5.252557104e+00 4.438920181e-01 0.000000000e+00 3.602493965e+00
-1.382477859e+00 5.884196115e+00 4.243679313e-02 0.000000000e+00 4.828975225e+00
4.172727185e-01 3.979113333e+00 3.304853834e-01 0.000000000e+00 4.888427658e+00
-6.497383208e-01 5.955727511e+00 1.550961042e-01 0.000000000e+00 5.687455805e+00
1.258270435e+00 2.329862189e+00 9.144360032e-02 0.000000000e+00 4.756139079e+00
-6.606575921e-01 1.842345388e+00 2.343073358e-01 0.000000000e+00 5.780615399e+00
-1.306579252e+00 3.310374038e+00 3.821201007e-01 0.000000000e+00 4.519947455e+00
-1.593283234e-01 5.634841178e+00 3.047920937e-01 0.000000000e+00 4.958855553e+00
-9.099017777e-01 7.802745095e-01 1.922651391e-01 0.000000000e+00 3.555011585e+00
3.750736537e-01 2.395896149e+00 1.452952425e-01 0.000000000e+00 5.311751368e+00
1.170262902e-01 4.708144930e+00 2.868663247e-02 0.000000000e+00 4.298171319e+00
1.336702328e+00 3.906478650e+00 7.941992317e-02 0.000000000e+00 5.506170250e+00
-5.545885872e-01 1.435117472e+00 3.779685933e-01 0.000000000e+00 4.154025912e+00
7.778592422e-01 1.516805222e+00 1.663106865e-02 0.000000000e+00 3.273735381e+00
9.344585836e-01 1.680813939e-01 4.980456901e-01 0.000000000e+00 4.885395579e+00
-1.410229734e+00 3.571279627e+00 2.664046826e-01 0.000000000e+00 4.469990143e+00
-7.538640113e-01 6.093992396e+00 9.612937864e-02 0.000000000e+00 3.226621122e+00
7.619531429e-01 8.570849694e-01 2.508475875e-01 0.000000000e+00 6.166121969e+00
4.467942905e-01 4.879294564e+00 2.395427749e-01 0.000000000e+00 3.974975841e+00
5.381373902e-01 1.755592789e+00 3.994368415e-01 0.000000000e+00 5.422650872e+00
-2.417724306e-01 4.134717107e+00 2.371363517e-01 0.000000000e+00 3.166853596e+00
-1.416798191e+00 6.156830663e+00 2.228371405e-01 0.000000000e+00 5.392425435e+00
-8.550489017e-01 4.299931790e+00 3.981571262e-01 0.000000000e+00 4.904523491e+00
-7.796494176e-02 2.373020281e+00 1.731150237e-01 0.000000000e+00 5.619019429e+00
-2.974201729e-01 1.552690294e+00 2.063042445e-01 0.000000000e+00 4.464034503e+00
1.098394364e+00 4.080867279e+00 9.119461850e-02 0.000000000e+00 5.974827838e+00
1.109835795e+00 6.022699774e+00 2.105998005e-01 0.000000000e+00 5.965435039e+00
1.422384821e+00 4.830189124e+00 1.104761780e-01 0.000000000e+00 3.204214039e+00
1.535238872e+00 6.053744478e+00 4.931527825e-01 0.000000000e+00 4.456342274e+00
1.215570914e+00 4.413570480e+00 4.500273404e-01 0.000000000e+00 4.216416237e+00
4.436314283e-01 6.148275472e+00 2.065245140e-01 0.000000000e+00 6.194734931e+00
-8.903547380e-02 5.749522590e+00 4.403266434e-01 0.000000000e+00 3.684262091e+00
-9.698148088e-01 2.055675258e-01 3.179497795e-01 0.000000000e+00 5.321942739e+00
-1.324813062e+00 5.050920546e+00 3.789499858e-02 0.000000000e+00 3.330239988e+00
2.314579955e-01 3.149784329e-01 2.432352135e-01 0.000000000e+00 4.694061300e+00
5.304021915e-01 4.308978328e+00 1.562876172e-01 0.000000000e+00 4.944772146e+00
3.672314224e-01 4.788005290e+00 7.387847525e-02 0.000000000e+00 4.406580185e+00
-1.303524133e+00 3.491429609e+00 2.124865705e-01 0.000000000e+00 4.855563987e+00
1.000843993e+00 3.235788885e+00 9.221564574e-02 0.000000000e+00 6.123881842e+00
-1.460114366e+00 8.407123270e-01 3.307389912e-02 0.000000000e+00 3.519770992e+00
1.896184182e-01 1.839788479e+00 3.960016269e-01 0.000000000e+00 3.858429033e+00
-1.235678200e+00 1.302004233e+00 1.620322829e-01 0.000000000e+00 5.725829582e+00
1.567284391e+00 2.389503214e+00 3.010798917e-01 0.000000000e+00 5.541623534e+00
3.913446911e-01 6.681278721e-01 1.506871130e-01 0.000000000e+00 3.693927903e+00
-6.345930208e-01 2.679362096e+00 4.090457388e-02 0.000000000e+00 5.140098564e+00
1.174986236e+00 3.915578107e-01 4.958951107e-01 0.000000000e+00 3.600254098e+00
5.642954801e-01 2.305507023e-01 3.473817597e-01 0.000000000e+00 3.785634827e+00
-7.670535928e-01 6.225574273e+00 3.749542477e-01 0.000000000e+00 5.597307901e+00
1.205087283e+00 1.749821249e+00 1.256593508e-01 0.000000000e+00 4.472288466e+00
1.500198430e+00 8.886170108e-01 2.898489095e-01 0.000000000e+00 4.623749058e+00
1.146817050e-01 2.731740087e+00 3.071056436e-01 0.000000000e+00 3.548404099e+00
3.939623633e-01 1.318731989e+00 3.636885154e-01 0.000000000e+00 5.206113921e+00
-2.084589655e-01 5.943617478e+00 3.320882897e-01 0.000000000e+00 4.737998138e+00
-1.288278584e+00 2.154595867e+00 1.989124924e-01 0.000000000e+00 5.231444257e+00
1.159536350e+00 4.314764215e+00 2.735959717e-01 0.000000000e+00 3.308785611e+00
-1.126678608e+00 2.150448954e+00 3.593960212e-01 0.000000000e+00 3.256146273e+00
5.140652637e-01 3.297072250e+00 2.186531190e-01 0.000000000e+00 4.366964800e+00
-1.392988639e-01 4.652577346e-01 4.898458316e-01 0.000000000e+00 4.253839306e+00
-7.441070809e-01 2.869478664e-01 1.930082953e-01 0.000000000e+00 5.233551825e+00
7.433547301e-01 4.067275694e+00 2.834260478e-01 0.000000000e+00 4.577693508e+00
1.031884945e+00 2.819453750e+00 1.876737297e-01 0.000000000e+00 5.170060824e+00
9.994986237e-01 6.222472338e+00 6.601159112e-02 0.000000000e+00 3.854458367e+00
-9.469425637e-01 1.339180011e+00 1.454665574e-01 0.000000000e+00 5.684853236e+00
1.810283280e-01 5.549730788e+00 2.022423139e-01 0.000000000e+00 3.248933208e+00
-1.046034128e+00 6.399224313e-01 3.934160755e-01 0.000000000e+00 3.438736862e+00
7.836227991e-01 4.692675322e+00 4.675356486e-01 0.000000000e+00 5.776207276e+00
-7.302633050e-01 2.451689745e+00 2.865281251e-01 0.000000000e+00 4.021913834e+00
1.175153386e+00 4.551662246e+00 3.486642126e-01 0.000000000e+00 6.249998791e+00
-1.546578306e+00 1.502783293e+00 4.836835389e-01 0.000000000e+00 4.094582472e+00
-1.173773243e+00 1.588718645e+00 1.421623374e-01 0.000000000e+00 4.591611721e+00
-1.250685831e+00 5.736341054e+00 2.577978981e-01 0.000000000e+00 4.290448157e+00
-7.589966061e-01 1.043548477e+00 3.071048828e-01 0.000000000e+00 4.777382703e+00
2.613360092e-01 5.398245381e+00 2.393425017e-01 0.000000000e+00 5.306827799e+00
1.059060799e+00 4.197553736e+00 3.552274013e-01 0.000000000e+00 3.661076391e+00
4.319929629e-01 3.205221231e+00 3.058861407e-01 0.000000000e+00 4.515697794e+00
5.983269506e-01 6.131043034e+00 3.514924017e-01 0.000000000e+00 5.975891759e+00
-1.231600605e+00 4.064859704e+00 1.127377290e-01 0.000000000e+00 3.875408585e+00
-9.117000465e-01 2.242299929e-01 3.593217890e-01 0.000000000e+00 5.259281730e+00
9.885711193e-01 3.914336293e+00 4.654283460e-01 0.000000000e+00 5.302231798e+00
5.988386818e-01 5.985623141e+00 1.450949062e-02 0.000000000e+00 3.730507953e+00
1.394111070e+00 4.147287261e+00 3.527330165e-02 0.000000000e+00 5.446900742e+00
-1.071781064e+00 2.537697013e+00 3.739135838e-01 0.000000000e+00 5.436705762e+00
-1.154700602e+00 1.109006778e+00 4.856341841e-02 0.000000000e+00 4.614661667e+00
-7.465854396e-01 1.271544637e+00 6.576524045e-02 0.000000000e+00 5.939338065e+00
9.234476320e-01 1.075681252e+00 1.500507020e-01 0.000000000e+00 5.097535066e+00
2.504894705e-02 4.793133905e+00 1.689326812e-01 0.000000000e+00 4.666946832e+00
3.648964709e-01 5.148433576e+00 2.430312505e-01 0.000000000e+00 3.610082594e+00
-1.022833146e+00 5.393136652e+00 4.770759533e-01 0.000000000e+00 5.274475892e+00
3.311265812e-01 3.539380235e-01 4.060789151e-01 0.000000000e+00 3.811307293e+00
1.750399937e-01 8.435317560e-01 3.353033076e-01 0.000000000e+00 6.114243135e+00
5.500220144e-01 2.339944263e+00 4.530208858e-01 0.000000000e+00 4.146290093e+00
-1.832999073e-01 4.508587952e+00 1.556916419e-01 0.000000000e+00 5.452577876e+00
4.449730087e-01 2.594658787e+00 2.897362780e-01 0.000000000e+00 4.730274160e+00
-2.367320923e-01 2.468872680e+00 1.833158266e-01 0.000000000e+00 5.024481144e+00
1.851007971e-01 1.748272921e+00 1.285132640e-01 0.000000000e+00 5.994469065e+00
-7.824003089e-01 4.453850611e+00 2.318009924e-01 0.000000000e+00 4.899954506e+00
-1.434929557e+00 1.345509211e+00 6.999638268e-02 0.000000000e+00 6.182495216e+00
-1.002725195e+00 4.394207277e+00 4.574749000e-01 0.000000000e+00 5.822632837e+00
-9.582964680e-01 5.292555716e+00 3.483684108e-01 0.000000000e+00 3.270426717e+00
-1.335856141e+00 3.778037852e+00 2.225835512e-02 0.000000000e+00 5.085031356e+00
1.297916253e+00 4.580566235e+00 1.488676737e-01 0.000000000e+00 6.226269073e+00
-1.127972952e+00 5.239177440e+00 2.008891354e-01 0.000000000e+00 3.540669072e+00
1.189278882e+00 6.012738064e+00 4.476710762e-01 0.000000000e+00 4.277362564e+00
1.399921869e+00 5.485009070e+00 4.364959993e-01 0.000000000e+00 3.470313766e+00
1.213433211e+00 1.653450365e+00 4.152537645e-01 0.000000000e+00 4.961305181e+00
1.540659864e+00 4.123927321e+00 5.397874650e-02 0.000000000e+00 3.149173545e+00
1.145020967e+00 2.778553189e-01 3.972226527e-01 0.000000000e+00 5.865752052e+00
6.479811624e-01 2.725819312e+00 5.809257547e-02 0.000000000e+00 3.630167608e+00
9.924418742e-01 5.515724071e+00 8.500298878e-02 0.000000000e+00 3.150749369e+00
-4.107830451e-01 3.149003381e+00 4.646860078e-01 0.000000000e+00 5.760985985e+00
-6.294161464e-01 3.782408699e+00 4.874386910e-01 0.000000000e+00 5.142914303e+00
1.139868443e+00 2.161205086e+00 1.515683947e-01 0.000000000e+00 4.789413151e+00
2.961890170e-01 3.504596065e+00 3.242925374e-01 0.000000000e+00 3.211035820e+00
-1.347925015e+00 5.339076543e+00 3.507793459e-01 0.000000000e+00 6.068498036e+00
1.126135857e-02 5.385968850e+00 2.094060344e-01 0.000000000e+00 5.437601439e+00
-1.141959458e-01 1.327886653e+00 4.095573892e-02 0.000000000e+00 3.153800985e+00
1.507956361e+00 3.921720669e+00 3.807838738e-01 0.000000000e+00 3.688168590e+00
1.868838034e-01 1.774066172e+00 5.158032359e-02 0.000000000e+00 5.744685243e+00
1.293168372e+00 6.103577444e+00 3.313617188e-01 0.000000000e+00 3.944870798e+00
-1.408679003e+00 5.670067550e-01 3.009700235e-01 0.000000000e+00 3.428855572e+00
-6.728888430e-01 3.495098705e+00 3.121865848e-01 0.000000000e+00 5.051032686e+00
4.498362615e-01 5.285112183e+00 9.662091538e-03 0.000000000e+00 5.675815993e+00
3.394316739e-01 4.468538069e+00 3.340629595e-01 0.000000000e+00 3.554839740e+00
5.600203914e-01 2.729460125e+00 1.208806765e-02 0.000000000e+00 3.791123315e+00
-1.080912513e+00 3.933584081e+00 2.316558178e-01 0.000000000e+00 3.190979032e+00
-5.070254412e-01 3.916408531e+00 1.960059042e-01 0.000000000e+00 5.662795458e+00
8.623857992e-01 5.755084104e+00 4.611689528e-01 0.000000000e+00 3.843900849e+00
-1.356701311e+00 1.987922124e+00 3.225469137e-01 0.000000000e+00 5.004601674e+00
-7.914538406e-01 1.297697716e+00 3.028888178e-01 0.000000000e+00 6.106177816e+00
-1.754240390e-02 4.418974390e-01 2.698020773e-01 0.000000000e+00 5.310949861e+00
-1.180288137e+00 9.488132305e-01 3.493586973e-01 0.000000000e+00 4.280551591e+00
-1.141838233e+00 5.174885680e+00 3.835119542e-01 0.000000000e+00 5.670594173e+00
3.801688679e-01 5.986741257e+00 8.323949839e-03 0.000000000e+00 5.411742483e+00
2.470742450e-02 3.699022493e+00 3.206631136e-01 0.000000000e+00 6.238875588e+00
-6.176916651e-01 3.879756793e+00 2.003008212e-01 0.000000000e+00 4.514146086e+00
6.494970585e-01 4.299024310e+00 1.112375955e-01 0.000000000e+00 5.615606566e+00
-2.566763837e-01 7.820513018e-01 2.338937841e-01 0.000000000e+00 5.625633464e+00
-1.131985659e+00 2.614357599e+00 4.418994899e-01 0.000000000e+00 5.593240923e+00
3.966112437e-02 1.073620366e+00 8.393718299e-02 0.000000000e+00 4.546943442e+00
-1.223994104e+00 3.346375881e-01 1.317897824e-02 0.000000000e+00 4.349034819e+00
1.545455218e+00 4.665526494e+00 4.394409357e-01 0.000000000e+00 5.117965548e+00
4.175953038e-01 1.410948520e+00 4.248203747e-02 0.000000000e+00 3.158823976e+00
-1.073458482e+00 9.022811242e-01 3.175902181e-01 0.000000000e+00 5.768773268e+00
2.394524992e-01 1.879007575e+00 1.045921974e-01 0.000000000e+00 4.569654092e+00
-4.326266208e-01 2.393973459e+00 3.612401111e-01 0.000000000e+00 4.805707332e+00
7.830954328e-01 4.151139925e+00 1.932223416e-01 0.000000000e+00 4.849758652e+00
1.286061833e+00 3.637904247e+00 1.591449970e-01 0.000000000e+00 4.557288868e+00
2.076299532e-01 4.622911899e+00 2.707861177e-01 0.000000000e+00 3.317515377e+00
-2.862826092e-01 4.204381592e+00 2.380887477e-01 0.000000000e+00 4.894090512e+00
-1.162307172e+00 3.244828690e+00 4.003712562e-01 0.000000000e+00 3.550435371e+00
-7.004124978e-01 4.893118964e+00 3.433016510e-01 0.000000000e+00 4.316961902e+00
1.944746328e-02 3.709086045e+00 2.509653449e-01 0.000000000e+00 5.614836325e+00
-6.667431083e-01 3.996289958e+00 2.705567857e-01 0.000000000e+00 5.873741118e+00
-7.259995456e-01 3.245692017e+00 1.855018163e-01 0.000000000e+00 3.744812462e+00
-3.277245597e-01 5.306470213e+00 9.789318551e-02 0.000000000e+00 6.129352981e+00
-9.338206479e-01 1.859063524e+00 1.074412888e-01 0.000000000e+00 5.273612422e+00
-3.620492355e-01 2.661024991e-01 2.770223253e-01 0.000000000e+00 4.234507977e+00
5.721079843e-01 1.639682699e+00 2.535611719e-01 0.000000000e+00 3.259304933e+00
7.763592924e-01 4.028841158e+00 3.543053277e-02 0.000000000e+00 3.540848078e+00
-1.481735297e+00 8.493299487e-01 2.557233732e-01 0.000000000e+00 3.959888049e+00
8.914980629e-01 4.929765348e-01 3.538879726e-02 0.000000000e+00 3.532493689e+00
9.557339984e-01 6.167546857e+00 4.245030092e-01 0.000000000e+00 5.452000679e+00
3.431160914e-01 1.549123224e+00 2.171846133e-02 0.000000000e+00 3.204274939e+00
-3.294853983e-01 7.735409431e-01 3.203624980e-01 0.000000000e+00 3.459283838e+00
1.194270068e+00 1.030139301e+00 3.995876143e-02 0.000000000e+00 4.558158956e+00
-1.202743823e+00 3.029648695e-01 3.189020316e-02 0.000000000e+00 5.991071371e+00
9.152024917e-01 2.220326706e+00 2.185711776e-01 0.000000000e+00 4.179975807e+00
8.023690737e-01 6.006358931e+00 4.625274975e-01 0.000000000e+00 4.523267545e+00
1.051676680e+00 2.228337753e+00 1.536451496e-02 0.000000000e+00 5.508754591e+00
7.755201260e-01 1.099092735e+00 2.601741001e-01 0.000000000e+00 3.913880279e+00
-1.218669696e+00 3.158177859e+00 3.331235907e-01 0.000000000e+00 5.130606715e+00
-1.491531454e+00 2.077823337e+00 4.527901763e-02 0.000000000e+00 4.470877064e+00
7.631896306e-01 4.926376947e+00 4.378960637e-01 0.000000000e+00 6.094938808e+00
6.140352279e-01 2.794028867e+00 4.172402572e-02 0.000000000e+00 4.046453339e+00
1.164870424e-01 2.898635590e+00 1.595350883e-01 0.000000000e+00 5.522805286e+00
-1.169923914e+00 3.899338369e+00 1.753060906e-01 0.000000000e+00 5.969555161e+00
-9.718086811e-01 5.814231564e+00 2.580974031e-02 0.000000000e+00 4.318039446e+00
6.367618705e-02 5.241605493e+00 2.121031252e-03 0.000000000e+00 3.820538081e+00
6.090484921e-01 1.081322656e+00 2.008325772e-01 0.000000000e+00 5.246358584e+00
1.466721305e+00 5.117182976e+00 6.928613128e-02 0.000000000e+00 4.644210333e+00
3.798293891e-01 3.604992600e-01 2.443295374e-02 0.000000000e+00 3.433694619e+00
1.197206047e+00 4.915431996e+00 1.445523334e-01 0.000000000e+00 5.084223897e+00
1.001058114e+00 5.346026584e+00 4.234374182e-01 0.000000000e+00 4.982134693e+00
-1.344096393e+00 4.478492233e+00 4.626036918e-01 0.000000000e+00 4.958773172e+00
7.823544227e-01 1.959685414e+00 9.027627217e-03 0.000000000e+00 5.404305636e+00
1.309333632e+00 6.188142146e+00 2.639991414e-01 0.000000000e+00 3.221357524e+00
1.217910809e+00 3.492330828e+00 1.813547071e-01 0.000000000e+00 3.768370262e+00
5.091517839e-01 5.560625495e+00 2.995632806e-01 0.000000000e+00 3.701912206e+00
1.765287578e-01 1.896883837e+00 3.062072764e-01 0.000000000e+00 3.752729217e+00
8.394428512e-02 2.598391116e+00 1.978335375e-01 0.000000000e+00 3.535072598e+00
2.933785237e-01 3.497451933e+00 4.933762975e-01 0.000000000e+00 5.693278241e+00
-4.926600894e-01 6.001361718e+00 2.517042376e-02 0.000000000e+00 5.202361198e+00
6.365564569e-01 3.280295318e-01 2.505476102e-01 0.000000000e+00 3.367669656e+00
8.317701191e-01 5.214483258e+00 3.989071256e-01 0.000000000e+00 3.323759591e+00
-7.212820058e-01 5.676204783e+00 4.173760272e-01 0.000000000e+00 5.625258849e+00
-5.933583943e-01 2.974496834e+00 4.111165547e-01 0.000000000e+00 6.139437980e+00
-5.614991808e-01 4.503995079e+00 3.494753336e-01 0.000000000e+00 5.370559088e+00
6.626489441e-01 5.593887680e+00 2.401233140e-01 0.000000000e+00 3.416876812e+00
4.160994830e-01 3.003870378e+00 5.134808590e-02 0.000000000e+00 4.039315175e+00
1.282428275e-01 1.516703362e+00 1.648769686e-02 0.000000000e+00 6.043061882e+00
9.753749540e-01 1.022544311e+00 1.883628245e-01 0.000000000e+00 3.716411870e+00
-1.425173611e+00 8.188269125e-01 3.767032623e-01 0.000000000e+00 4.880497297e+00
-5.887030096e-01 2.870500007e-01 2.834739308e-01 0.000000000e+00 5.552646698e+00
